Data ora solare	Temperatura_Media_Aria_[°C]	Umidità_relativa_media_[%]	Pressione_atmosferica_Media_al_livello_della_stazione_[hPa]
2018/03/19 23:00	5.5	82.0	1000.0
2018/03/19 23:30	5.4	82.5	1000.0
2018/03/20 00:00	4.9	83.5	1000.0
2018/03/20 00:30	4.9	84.5	1000.0
2018/03/20 01:00	5.0	85.0	1000.0
2018/03/20 01:30	4.6	88.5	1000.0
2018/03/20 02:00	4.6	93.0	1000.0
2018/03/20 02:30	4.6	91.5	1000.0
2018/03/20 03:00	4.2	92.0	1000.0
2018/03/20 03:30	3.8	93.5	1000.0
2018/03/20 04:00	3.8	95.0	1000.0
2018/03/20 04:30	3.8	96.0	1000.0
2018/03/20 05:00	3.5	96.0	1000.0
2018/03/20 05:30	3.4	97.0	1000.0
2018/03/20 06:00	2.9	97.0	1000.0
2018/03/20 06:30	2.5	98.0	1000.0
2018/03/20 07:00	2.8	98.0	1000.0
2018/03/20 07:30	3.9	98.0	1000.0
2018/03/20 08:00	4.7	95.5	1001.0
2018/03/20 08:30	5.8	89.5	1001.0
2018/03/20 09:00	7.1	75.0	1001.0
2018/03/20 09:30	8.6	60.0	1001.0
2018/03/20 10:00	9.1	56.5	1002.0
2018/03/20 10:30	9.2	56.5	1002.0
2018/03/20 11:00	9.5	54.5	1002.0
2018/03/20 11:30	9.6	54.0	1002.0
2018/03/20 12:00	9.8	54.0	1002.0
2018/03/20 12:30	10.4	52.0	1002.0
2018/03/20 13:00	10.3	52.0	1001.5
2018/03/20 13:30	10.6	51.0	1001.0
2018/03/20 14:00	10.8	49.5	1000.0
2018/03/20 14:30	10.6	50.5	1000.0
2018/03/20 15:00	10.2	53.0	1000.0
2018/03/20 15:30	9.3	56.0	1000.0
2018/03/20 16:00	8.4	59.0	999.5
2018/03/20 16:30	8.0	61.0	999.0
2018/03/20 17:00	7.7	61.5	999.5
2018/03/20 17:30	7.5	63.0	1000.0
2018/03/20 18:00	7.3	65.5	1000.0
2018/03/20 18:30	7.2	66.5	1000.5
2018/03/20 19:00	7.4	65.0	1001.0
2018/03/20 19:30	7.6	63.0	1001.0
2018/03/20 20:00	7.7	62.5	1001.5
2018/03/20 20:30	7.8	61.5	1002.0
2018/03/20 21:00	7.2	65.0	1002.0
2018/03/20 21:30	6.8	67.5	1002.0
2018/03/20 22:00	6.8	68.5	1002.0
2018/03/20 22:30	7.0	64.5	1002.0
2018/03/20 23:00	7.0	62.5	1002.0
2018/03/20 23:30	7.0	60.5	1002.0
2018/03/21 00:00	7.0	58.0	1002.0
2018/03/21 00:30	6.8	58.0	1002.5
2018/03/21 01:00	6.5	58.0	1003.0
2018/03/21 01:30	6.5	56.5	1003.5
2018/03/21 02:00	6.3	57.0	1004.0
2018/03/21 02:30	6.2	55.0	1004.0
2018/03/21 03:00	5.8	56.0	1004.0
2018/03/21 03:30	5.5	56.0	1004.0
2018/03/21 04:00	5.5	55.0	1004.5
2018/03/21 04:30	5.5	52.5	1005.0
2018/03/21 05:00	5.3	53.5	1005.0
2018/03/21 05:30	5.2	54.5	1006.0
2018/03/21 06:00	4.9	56.5	1006.0
2018/03/21 06:30	4.8	57.0	1007.0
2018/03/21 07:00	4.6	58.5	1008.0
2018/03/21 07:30	4.3	60.5	1008.5
2018/03/21 08:00	4.0	65.5	1009.0
2018/03/21 08:30	4.2	65.5	1009.5
2018/03/21 09:00	5.0	59.0	1010.0
2018/03/21 09:30	5.3	54.5	1010.5
2018/03/21 10:00	5.6	51.0	1011.0
2018/03/21 10:30	5.5	54.0	1011.5
2018/03/21 11:00	5.5	54.0	1012.0
2018/03/21 11:30	5.2	58.5	1012.0
2018/03/21 12:00	4.9	56.5	1013.0
2018/03/21 12:30	5.4	50.0	1013.0
2018/03/21 13:00	5.8	46.0	1013.0
2018/03/21 13:30	6.2	43.5	1013.0
2018/03/21 14:00	6.7	42.0	1012.5
2018/03/21 14:30	6.8	40.5	1012.0
2018/03/21 15:00	7.0	40.0	1012.5
2018/03/21 15:30	7.2	38.5	1013.0
2018/03/21 16:00	7.3	37.0	1013.0
2018/03/21 16:30	7.2	37.0	1013.0
2018/03/21 17:00	7.2	36.0	1013.0
2018/03/21 17:30	7.0	36.5	1013.0
2018/03/21 18:00	6.8	37.5	1013.0
2018/03/21 18:30	6.6	39.0	1013.0
2018/03/21 19:00	6.3	40.5	1013.0
2018/03/21 19:30	6.0	41.0	1013.0
2018/03/21 20:00	6.0	39.5	1014.0
2018/03/21 20:30	6.2	39.0	1014.0
2018/03/21 21:00	6.2	40.0	1014.0
2018/03/21 21:30	6.2	42.5	1014.0
2018/03/21 22:00	6.0	44.5	1014.0
2018/03/21 22:30	6.0	45.0	1015.0
2018/03/21 23:00	6.0	45.0	1015.0
2018/03/21 23:30	5.8	45.0	1015.0
2018/03/22 00:00	5.7	45.5	1015.0
2018/03/22 00:30	5.5	47.0	1015.0
2018/03/22 01:00	5.3	47.0	1015.0
2018/03/22 01:30	5.2	47.0	1014.0
2018/03/22 02:00	5.1	46.5	1014.0
2018/03/22 02:30	5.1	45.5	1014.0
2018/03/22 03:00	5.0	44.5	1013.5
2018/03/22 03:30	4.8	45.5	1013.0
2018/03/22 04:00	4.7	46.5	1013.0
2018/03/22 04:30	4.5	47.5	1013.0
2018/03/22 05:00	4.4	46.0	1013.0
2018/03/22 05:30	4.3	45.5	1013.0
2018/03/22 06:00	4.1	45.5	1012.5
2018/03/22 06:30	3.8	47.0	1012.0
2018/03/22 07:00	4.0	46.5	1012.0
2018/03/22 07:30	4.3	44.5	1012.0
2018/03/22 08:00	4.0	44.0	1012.0
2018/03/22 08:30	4.0	43.0	1012.0
2018/03/22 09:00	4.5	41.5	1012.0
2018/03/22 09:30	4.8	39.0	1012.0
2018/03/22 10:00	5.1	37.0	1011.5
2018/03/22 10:30	5.2	36.0	1011.0
2018/03/22 11:00	5.7	34.5	1011.0
2018/03/22 11:30	6.0	32.5	1010.0
2018/03/22 12:00	6.5	32.0	1009.0
2018/03/22 12:30	7.0	31.0	1008.0
2018/03/22 13:00	7.5	28.5	1007.5
2018/03/22 13:30	7.5	30.5	1007.0
2018/03/22 14:00	7.8	31.0	1006.5
2018/03/22 14:30	8.2	30.0	1006.0
2018/03/22 15:00	8.4	31.5	1006.0
2018/03/22 15:30	8.3	30.0	1005.0
2018/03/22 16:00	8.3	28.0	1004.5
2018/03/22 16:30	8.3	26.0	1004.0
2018/03/22 17:00	8.2	24.5	1003.5
2018/03/22 17:30	8.4	22.0	1003.0
2018/03/22 18:00	8.2	22.0	1003.0
2018/03/22 18:30	7.9	25.0	1003.0
2018/03/22 19:00	7.6	27.5	1002.0
2018/03/22 19:30	7.6	29.0	1003.0
2018/03/22 20:00	7.3	30.0	1003.0
2018/03/22 20:30	7.0	31.5	1003.0
2018/03/22 21:00	7.0	31.0	1003.0
2018/03/22 21:30	7.0	32.0	1003.0
2018/03/22 22:00	7.0	32.0	1003.0
2018/03/22 22:30	7.0	31.5	1003.0
2018/03/22 23:00	7.0	32.5	1003.0
2018/03/22 23:30	6.8	33.5	1002.0
2018/03/23 00:00	6.2	37.5	1002.0
2018/03/23 00:30	6.2	37.5	1002.0
2018/03/23 01:00	6.2	35.0	1002.0
2018/03/23 01:30	6.0	36.0	1002.0
2018/03/23 02:00	6.0	36.0	1002.0
2018/03/23 02:30	5.5	38.5	1002.0
2018/03/23 03:00	5.1	40.0	1001.0
2018/03/23 03:30	5.0	42.0	1002.0
2018/03/23 04:00	5.1	43.0	1001.5
2018/03/23 04:30	4.9	45.5	1001.0
2018/03/23 05:00	3.5	53.5	1001.0
2018/03/23 05:30	3.2	56.5	1001.0
2018/03/23 06:00	3.7	55.0	1001.0
2018/03/23 06:30	4.7	50.0	1001.0
2018/03/23 07:00	5.4	46.0	1001.0
2018/03/23 07:30	5.9	44.0	1001.0
2018/03/23 08:00	6.2	46.0	1001.5
2018/03/23 08:30	7.1	39.0	1002.0
2018/03/23 09:00	7.8	35.5	1002.0
2018/03/23 09:30	8.4	34.0	1002.0
2018/03/23 10:00	8.7	33.5	1002.0
2018/03/23 10:30	9.0	31.5	1002.0
2018/03/23 11:00	9.3	30.5	1001.0
2018/03/23 11:30	9.7	30.0	1001.0
2018/03/23 12:00	10.1	31.0	1001.0
2018/03/23 12:30	10.5	31.0	1001.0
2018/03/23 13:00	10.7	30.5	1000.5
2018/03/23 13:30	11.0	30.0	1000.0
2018/03/23 14:00	11.2	29.5	1000.0
2018/03/23 14:30	11.4	29.5	1000.0
2018/03/23 15:00	11.5	28.5	999.0
2018/03/23 15:30	11.8	28.0	999.0
2018/03/23 16:00	11.7	29.0	999.0
2018/03/23 16:30	11.9	28.5	999.0
2018/03/23 17:00	11.7	28.0	999.0
2018/03/23 17:30	11.5	27.5	998.5
2018/03/23 18:00	11.2	28.0	999.0
2018/03/23 18:30	10.9	29.5	999.0
2018/03/23 19:00	10.3	30.5	999.0
2018/03/23 19:30	9.6	32.5	999.0
2018/03/23 20:00	8.8	35.5	999.0
2018/03/23 20:30	9.2	33.5	999.0
2018/03/23 21:00	8.2	41.5	1000.0
2018/03/23 21:30	7.2	46.5	1000.0
2018/03/23 22:00	6.2	51.0	1000.0
2018/03/23 22:30	5.7	53.0	1000.0
2018/03/23 23:00	4.9	55.5	1000.0
2018/03/23 23:30	5.0	55.5	1000.0
2018/03/24 00:00	5.0	56.0	1001.0
2018/03/24 00:30	4.7	56.0	1000.5
2018/03/24 01:00	3.6	63.0	1001.0
2018/03/24 01:30	3.8	67.0	1001.0
2018/03/24 02:00	4.0	66.5	1000.0
2018/03/24 02:30	3.7	67.5	1000.0
2018/03/24 03:00	4.1	63.0	1000.0
2018/03/24 03:30	3.8	66.5	1000.0
2018/03/24 04:00	3.1	69.5	1000.0
2018/03/24 04:30	2.6	73.5	1000.0
2018/03/24 05:00	2.5	74.0	1000.0
2018/03/24 05:30	2.5	73.5	1000.0
2018/03/24 06:00	2.3	72.5	1000.0
2018/03/24 06:30	2.2	73.5	1000.0
2018/03/24 07:00	2.8	72.0	1000.0
2018/03/24 07:30	4.3	68.5	1000.0
2018/03/24 08:00	4.6	65.0	1000.0
2018/03/24 08:30	5.4	61.0	1000.0
2018/03/24 09:00	6.4	57.0	1000.0
2018/03/24 09:30	7.5	53.0	1000.0
2018/03/24 10:00	8.4	48.5	1001.0
2018/03/24 10:30	9.4	44.0	1001.0
2018/03/24 11:00	10.1	39.5	1000.5
2018/03/24 11:30	11.6	33.0	1000.0
2018/03/24 12:00	12.5	30.0	1000.0
2018/03/24 12:30	13.2	28.5	1000.0
2018/03/24 13:00	13.1	28.5	999.5
2018/03/24 13:30	13.6	27.5	999.0
2018/03/24 14:00	13.6	26.0	999.0
2018/03/24 14:30	13.9	27.0	998.0
2018/03/24 15:00	13.4	27.5	998.0
2018/03/24 15:30	13.7	27.0	999.0
2018/03/24 16:00	13.6	27.0	999.0
2018/03/24 16:30	13.3	27.5	999.0
2018/03/24 17:00	13.1	28.5	999.0
2018/03/24 17:30	12.8	29.0	999.0
2018/03/24 18:00	12.2	30.5	999.5
2018/03/24 18:30	11.4	32.5	1000.0
2018/03/24 19:00	10.9	32.0	1000.0
2018/03/24 19:30	10.5	32.0	1000.5
2018/03/24 20:00	10.2	32.5	1001.0
2018/03/24 20:30	9.8	34.0	1001.0
2018/03/24 21:00	9.6	33.0	1002.0
2018/03/24 21:30	9.3	34.5	1002.0
2018/03/24 22:00	8.2	41.0	1002.0
2018/03/24 22:30	8.4	39.0	1002.0
2018/03/24 23:00	7.2	45.5	1003.0
2018/03/24 23:30	7.1	46.0	1003.0
2018/03/25 00:00	7.3	44.5	1003.0
2018/03/25 00:30	7.2	45.0	1003.0
2018/03/25 01:00	6.8	47.5	1002.5
2018/03/25 01:30	6.7	50.0	1002.0
2018/03/25 02:00	6.8	49.5	1002.0
2018/03/25 02:30	6.7	52.0	1002.0
2018/03/25 03:00	6.8	52.0	1002.0
2018/03/25 03:30	5.5	57.5	1002.0
2018/03/25 04:00	4.2	63.0	1002.0
2018/03/25 04:30	3.6	65.5	1002.0
2018/03/25 05:00	2.9	68.5	1002.0
2018/03/25 05:30	2.6	69.5	1003.0
2018/03/25 06:00	2.3	70.5	1003.0
2018/03/25 06:30	2.0	72.0	1003.0
2018/03/25 07:00	2.5	72.5	1003.0
2018/03/25 07:30	4.0	67.0	1003.0
2018/03/25 08:00	5.7	62.0	1003.0
2018/03/25 08:30	8.1	54.0	1003.0
2018/03/25 09:00	9.5	50.0	1003.0
2018/03/25 09:30	10.2	43.5	1003.0
2018/03/25 10:00	11.0	34.5	1003.0
2018/03/25 10:30	11.4	32.5	1003.5
2018/03/25 11:00	11.7	31.5	1003.0
2018/03/25 11:30	12.2	30.0	1003.0
2018/03/25 12:00	12.4	29.0	1003.0
2018/03/25 12:30	12.6	28.5	1003.0
2018/03/25 13:00	13.0	28.0	1003.0
2018/03/25 13:30	13.0	30.0	1003.0
2018/03/25 14:00	12.8	31.5	1002.0
2018/03/25 14:30	12.3	33.5	1002.5
2018/03/25 15:00	12.1	33.5	1002.5
2018/03/25 15:30	11.4	38.0	1002.0
2018/03/25 16:00	10.5	40.0	1003.0
2018/03/25 16:30	10.8	37.0	1003.0
2018/03/25 17:00	10.6	37.5	1003.0
2018/03/25 17:30	10.6	39.0	1003.0
2018/03/25 18:00	10.3	40.5	1003.0
2018/03/25 18:30	9.9	42.5	1003.0
2018/03/25 19:00	9.6	43.5	1003.0
2018/03/25 19:30	9.4	43.5	1003.0
2018/03/25 20:00	9.1	44.5	1003.0
2018/03/25 20:30	8.9	46.0	1004.0
2018/03/25 21:00	8.9	46.0	1004.0
2018/03/25 21:30	8.7	47.0	1004.0
2018/03/25 22:00	8.6	47.0	1004.0
2018/03/25 22:30	8.6	46.5	1004.0
2018/03/25 23:00	8.7	46.0	1005.0
2018/03/25 23:30	8.4	47.0	1005.0
2018/03/26 00:00	7.7	51.0	1005.0
2018/03/26 00:30	7.2	54.0	1005.0
2018/03/26 01:00	6.9	55.5	1005.0
2018/03/26 01:30	6.4	58.0	1005.0
2018/03/26 02:00	7.1	53.5	1005.0
2018/03/26 02:30	6.8	54.5	1005.0
2018/03/26 03:00	6.6	56.5	1005.0
2018/03/26 03:30	6.4	59.0	1005.0
2018/03/26 04:00	6.7	58.0	1005.0
2018/03/26 04:30	7.0	56.0	1005.0
2018/03/26 05:00	7.6	52.5	1005.0
2018/03/26 05:30	7.1	56.0	1005.0
2018/03/26 06:00	6.9	57.5	1005.0
2018/03/26 06:30	6.5	57.5	1005.0
2018/03/26 07:00	6.4	58.0	1006.0
2018/03/26 07:30	7.5	57.0	1006.0
2018/03/26 08:00	8.7	53.0	1006.0
2018/03/26 08:30	10.3	43.5	1006.0
2018/03/26 09:00	11.1	37.5	1006.0
2018/03/26 09:30	11.3	34.0	1006.0
2018/03/26 10:00	12.2	32.0	1006.0
2018/03/26 10:30	12.6	31.0	1006.0
2018/03/26 11:00	13.2	30.0	1006.0
2018/03/26 11:30	13.8	29.0	1006.0
2018/03/26 12:00	14.3	28.5	1006.0
2018/03/26 12:30	14.9	27.0	1006.0
2018/03/26 13:00	15.3	25.5	1005.0
2018/03/26 13:30	15.9	24.0	1005.0
2018/03/26 14:00	16.1	21.5	1005.0
2018/03/26 14:30	16.4	20.5	1005.0
2018/03/26 15:00	16.4	20.0	1005.0
2018/03/26 15:30	16.5	20.5	1005.0
2018/03/26 16:00	16.4	19.0	1005.0
2018/03/26 16:30	16.4	18.5	1005.0
2018/03/26 17:00	16.1	20.0	1005.5
2018/03/26 17:30	15.9	19.5	1006.0
2018/03/26 18:00	15.6	20.5	1006.0
2018/03/26 18:30	15.2	21.5	1006.0
2018/03/26 19:00	14.5	23.0	1006.5
2018/03/26 19:30	13.1	26.0	1007.0
2018/03/26 20:00	12.6	27.5	1007.0
2018/03/26 20:30	11.2	32.5	1007.5
2018/03/26 21:00	10.1	39.0	1008.0
2018/03/26 21:30	9.8	43.0	1008.0
2018/03/26 22:00	9.9	41.0	1009.0
2018/03/26 22:30	9.2	45.0	1009.0
2018/03/26 23:00	8.3	48.5	1009.0
2018/03/26 23:30	8.1	51.5	1009.0
2018/03/27 00:00	8.1	54.0	1009.0
2018/03/27 00:30	8.1	51.5	1009.0
2018/03/27 01:00	7.7	55.5	1009.5
2018/03/27 01:30	7.7	55.0	1010.0
2018/03/27 02:00	7.7	54.5	1010.0
2018/03/27 02:30	7.5	55.5	1010.0
2018/03/27 03:00	7.3	56.5	1010.0
2018/03/27 03:30	7.2	56.5	1010.0
2018/03/27 04:00	7.1	57.5	1010.0
2018/03/27 04:30	6.8	59.5	1010.0
2018/03/27 05:00	6.8	60.0	1010.0
2018/03/27 05:30	6.6	60.5	1010.0
2018/03/27 06:00	6.0	65.0	1010.0
2018/03/27 06:30	5.8	66.5	1010.0
2018/03/27 07:00	6.2	69.0	1010.5
2018/03/27 07:30	6.7	70.5	1011.0
2018/03/27 08:00	6.8	69.0	1011.0
2018/03/27 08:30	8.4	60.5	1011.0
2018/03/27 09:00	9.7	54.5	1011.0
2018/03/27 09:30	11.1	47.0	1011.0
2018/03/27 10:00	12.1	41.5	1011.0
2018/03/27 10:30	12.8	36.5	1011.0
2018/03/27 11:00	13.6	32.5	1011.0
2018/03/27 11:30	14.7	30.5	1011.0
2018/03/27 12:00	15.6	28.5	1011.0
2018/03/27 12:30	15.8	29.0	1011.0
2018/03/27 13:00	16.3	28.0	1010.5
2018/03/27 13:30	17.5	26.5	1010.0
2018/03/27 14:00	17.6	26.0	1010.0
2018/03/27 14:30	17.7	28.0	1009.5
2018/03/27 15:00	17.8	29.0	1009.0
2018/03/27 15:30	17.0	32.5	1009.0
2018/03/27 16:00	17.4	39.0	1009.0
2018/03/27 16:30	15.8	44.5	1009.0
2018/03/27 17:00	14.9	47.5	1009.0
2018/03/27 17:30	14.9	41.0	1009.0
2018/03/27 18:00	14.5	42.5	1009.0
2018/03/27 18:30	14.2	46.0	1009.0
2018/03/27 19:00	13.8	50.0	1009.0
2018/03/27 19:30	13.1	52.0	1010.0
2018/03/27 20:00	12.0	56.5	1010.0
2018/03/27 20:30	11.3	62.0	1010.0
2018/03/27 21:00	10.9	68.0	1010.0
2018/03/27 21:30	10.5	70.0	1010.0
2018/03/27 22:00	10.4	70.0	1010.5
2018/03/27 22:30	9.8	72.5	1011.0
2018/03/27 23:00	9.2	75.5	1011.0
2018/03/27 23:30	9.2	77.0	1011.0
2018/03/28 00:00	8.9	77.5	1010.5
2018/03/28 00:30	8.7	78.0	1010.0
2018/03/28 01:00	8.6	78.5	1010.0
2018/03/28 01:30	8.5	79.0	1010.0
2018/03/28 02:00	8.2	79.5	1010.0
2018/03/28 02:30	8.0	80.5	1010.0
2018/03/28 03:00	7.8	81.0	1009.5
2018/03/28 03:30	7.7	81.5	1009.0
2018/03/28 04:00	8.1	80.5	1009.0
2018/03/28 04:30	8.4	78.5	1009.0
2018/03/28 05:00	8.1	79.0	1009.0
2018/03/28 05:30	7.8	79.0	1009.0
2018/03/28 06:00	7.3	79.5	1009.5
2018/03/28 06:30	7.3	80.5	1010.0
2018/03/28 07:00	7.8	79.5	1010.0
2018/03/28 07:30	8.8	75.0	1010.0
2018/03/28 08:00	9.3	72.0	1010.0
2018/03/28 08:30	9.8	71.0	1010.0
2018/03/28 09:00	9.4	73.5	1010.0
2018/03/28 09:30	10.2	71.5	1010.0
2018/03/28 10:00	10.7	70.0	1010.0
2018/03/28 10:30	11.6	67.5	1010.0
2018/03/28 11:00	13.1	60.0	1010.0
2018/03/28 11:30	13.9	56.0	1010.0
2018/03/28 12:00	14.6	53.5	1010.0
2018/03/28 12:30	15.1	51.0	1009.0
2018/03/28 13:00	16.1	48.5	1009.0
2018/03/28 13:30	17.2	43.5	1009.0
2018/03/28 14:00	17.1	44.0	1008.5
2018/03/28 14:30	17.0	44.0	1008.0
2018/03/28 15:00	16.6	45.5	1008.0
2018/03/28 15:30	16.9	44.5	1007.5
2018/03/28 16:00	17.1	45.0	1007.0
2018/03/28 16:30	17.4	45.0	1007.0
2018/03/28 17:00	17.1	46.5	1007.0
2018/03/28 17:30	16.6	50.0	1006.0
2018/03/28 18:00	16.0	53.5	1006.0
2018/03/28 18:30	15.3	57.5	1006.5
2018/03/28 19:00	14.8	59.5	1007.0
2018/03/28 19:30	14.3	62.5	1007.0
2018/03/28 20:00	14.0	64.5	1007.0
2018/03/28 20:30	13.4	67.5	1007.5
2018/03/28 21:00	13.1	69.0	1008.0
2018/03/28 21:30	13.0	68.5	1008.0
2018/03/28 22:00	13.0	68.5	1008.0
2018/03/28 22:30	12.9	69.0	1007.5
2018/03/28 23:00	12.9	70.5	1007.0
2018/03/28 23:30	12.7	71.5	1007.0
2018/03/29 00:00	12.6	72.0	1007.0
2018/03/29 00:30	12.6	72.0	1007.0
2018/03/29 01:00	12.6	73.0	1007.0
2018/03/29 01:30	12.4	73.0	1006.5
2018/03/29 02:00	12.6	69.5	1006.0
2018/03/29 02:30	12.6	68.5	1006.0
2018/03/29 03:00	12.4	70.5	1006.0
2018/03/29 03:30	12.4	72.0	1006.0
2018/03/29 04:00	12.3	72.0	1006.0
2018/03/29 04:30	12.8	66.5	1006.0
2018/03/29 05:00	13.1	65.0	1006.0
2018/03/29 05:30	13.0	65.0	1006.0
2018/03/29 06:00	12.9	65.0	1006.0
2018/03/29 06:30	13.0	65.0	1006.0
2018/03/29 07:00	12.9	66.5	1006.0
2018/03/29 07:30	13.1	68.0	1006.0
2018/03/29 08:00	13.1	68.0	1006.0
2018/03/29 08:30	13.4	67.5	1006.0
2018/03/29 09:00	13.6	66.5	1006.0
2018/03/29 09:30	14.2	64.0	1006.0
2018/03/29 10:00	14.8	62.5	1006.0
2018/03/29 10:30	15.8	60.5	1006.0
2018/03/29 11:00	15.2	63.5	1006.0
2018/03/29 11:30	14.6	64.0	1006.0
2018/03/29 12:00	15.2	62.5	1006.0
2018/03/29 12:30	15.9	60.0	1006.0
2018/03/29 13:00	16.9	57.0	1006.0
2018/03/29 13:30	17.9	54.5	1005.0
2018/03/29 14:00	18.1	52.0	1005.5
2018/03/29 14:30	18.4	51.5	1005.0
2018/03/29 15:00	17.6	55.5	1005.0
2018/03/29 15:30	17.2	59.5	1005.0
2018/03/29 16:00	17.3	58.5	1004.5
2018/03/29 16:30	17.1	59.5	1004.0
2018/03/29 17:00	16.4	62.0	1004.0
2018/03/29 17:30	16.3	64.0	1004.0
2018/03/29 18:00	16.2	63.5	1004.5
2018/03/29 18:30	16.0	62.0	1005.0
2018/03/29 19:00	15.6	62.5	1005.0
2018/03/29 19:30	15.5	58.0	1005.0
2018/03/29 20:00	16.1	51.5	1005.0
2018/03/29 20:30	16.0	51.5	1005.0
2018/03/29 21:00	15.2	55.5	1005.5
2018/03/29 21:30	14.8	56.5	1006.0
2018/03/29 22:00	14.3	58.0	1006.0
2018/03/29 22:30	13.9	59.5	1006.0
2018/03/29 23:00	13.2	63.5	1006.0
2018/03/29 23:30	13.0	65.0	1006.5
2018/03/30 00:00	13.1	65.5	1007.0
2018/03/30 00:30	13.2	66.5	1007.0
2018/03/30 01:00	13.1	67.0	1007.0
2018/03/30 01:30	13.0	67.5	1007.0
2018/03/30 02:00	13.0	69.0	1006.0
2018/03/30 02:30	13.2	70.5	1006.0
2018/03/30 03:00	13.4	70.0	1006.0
2018/03/30 03:30	13.4	70.5	1006.0
2018/03/30 04:00	13.8	69.5	1006.0
2018/03/30 04:30	13.9	69.0	1006.0
2018/03/30 05:00	13.9	69.0	1006.0
2018/03/30 05:30	13.9	69.0	1006.0
2018/03/30 06:00	13.4	70.0	1006.0
2018/03/30 06:30	13.4	69.0	1005.0
2018/03/30 07:00	13.6	68.5	1005.5
2018/03/30 07:30	13.8	69.0	1006.0
2018/03/30 08:00	14.1	68.0	1006.0
2018/03/30 08:30	14.6	66.5	1006.0
2018/03/30 09:00	15.2	65.5	1006.0
2018/03/30 09:30	16.2	61.5	1006.0
2018/03/30 10:00	17.6	56.5	1006.0
2018/03/30 10:30	18.9	51.5	1006.0
2018/03/30 11:00	19.5	49.0	1006.0
2018/03/30 11:30	20.0	46.0	1005.0
2018/03/30 12:00	19.6	46.5	1005.0
2018/03/30 12:30	19.4	47.0	1005.0
2018/03/30 13:00	19.9	45.5	1005.0
2018/03/30 13:30	20.1	44.5	1005.0
2018/03/30 14:00	20.1	43.5	1004.0
2018/03/30 14:30	19.8	44.0	1004.0
2018/03/30 15:00	20.1	43.0	1003.5
2018/03/30 15:30	20.2	41.5	1003.0
2018/03/30 16:00	20.0	40.5	1003.0
2018/03/30 16:30	19.8	38.5	1002.0
2018/03/30 17:00	19.5	39.5	1002.0
2018/03/30 17:30	19.1	41.5	1002.0
2018/03/30 18:00	18.8	41.0	1002.0
2018/03/30 18:30	18.1	43.0	1002.0
2018/03/30 19:00	17.5	46.0	1002.0
2018/03/30 19:30	16.9	49.5	1002.0
2018/03/30 20:00	16.6	51.5	1002.0
2018/03/30 20:30	16.2	52.0	1002.0
2018/03/30 21:00	16.3	51.5	1002.5
2018/03/30 21:30	16.1	52.5	1002.0
2018/03/30 22:00	15.9	54.5	1002.0
2018/03/30 22:30	15.4	56.5	1002.0
2018/03/30 23:00	15.2	57.5	1001.5
2018/03/30 23:30	15.2	57.5	1001.0
2018/03/31 00:00	15.1	59.0	1001.0
2018/03/31 00:30	15.0	60.5	1001.0
2018/03/31 01:00	14.8	61.0	1001.0
2018/03/31 01:30	14.6	61.0	1001.0
2018/03/31 02:00	14.4	62.0	1000.0
2018/03/31 02:30	14.5	62.5	1000.0
2018/03/31 03:00	14.5	63.5	999.0
2018/03/31 03:30	14.3	64.5	998.5
2018/03/31 04:00	14.0	66.0	998.0
2018/03/31 04:30	14.1	65.0	998.0
2018/03/31 05:00	13.9	61.0	997.0
2018/03/31 05:30	13.9	57.5	997.0
2018/03/31 06:00	13.9	59.5	997.0
2018/03/31 06:30	13.7	61.0	997.0
2018/03/31 07:00	13.7	61.0	997.0
2018/03/31 07:30	12.6	66.0	996.5
2018/03/31 08:00	12.0	70.0	996.0
2018/03/31 08:30	12.6	67.0	996.0
2018/03/31 09:00	13.8	62.0	996.0
2018/03/31 09:30	10.4	71.0	996.5
2018/03/31 10:00	8.4	86.5	998.0
2018/03/31 10:30	8.5	91.0	997.0
2018/03/31 11:00	9.1	88.5	998.0
2018/03/31 11:30	9.6	87.0	997.0
2018/03/31 12:00	10.3	84.5	997.0
2018/03/31 12:30	11.1	80.0	996.5
2018/03/31 13:00	11.7	75.0	996.0
2018/03/31 13:30	12.2	68.0	996.0
2018/03/31 14:00	12.8	59.5	996.0
2018/03/31 14:30	13.2	58.0	996.0
2018/03/31 15:00	14.1	55.5	995.0
2018/03/31 15:30	14.1	49.5	995.0
2018/03/31 16:00	13.8	52.0	994.0
2018/03/31 16:30	14.3	47.0	994.0
2018/03/31 17:00	14.0	49.0	994.0
2018/03/31 17:30	13.7	50.0	994.0
2018/03/31 18:00	13.6	50.0	994.0
2018/03/31 18:30	13.2	50.0	994.0
2018/03/31 19:00	12.3	58.0	994.0
2018/03/31 19:30	10.9	67.5	994.5
2018/03/31 20:00	10.5	70.0	995.0
2018/03/31 20:30	10.3	71.5	995.0
2018/03/31 21:00	11.1	72.0	996.0
2018/03/31 21:30	11.3	69.5	996.0
2018/03/31 22:00	11.4	68.5	996.0
2018/03/31 22:30	7.9	77.0	996.0
2018/03/31 23:00	6.9	88.0	996.0
2018/03/31 23:30	7.2	85.5	996.0
2018/04/01 00:00	7.5	83.0	996.0
2018/04/01 00:30	7.2	83.0	996.0
2018/04/01 01:00	7.2	86.5	996.5
2018/04/01 01:30	7.2	90.5	997.0
2018/04/01 02:00	7.2	91.5	997.0
